1	135212937148252160
2	135407186473009152
3	135609052519612416
4	135483304433565696
5	135506819106877440
6	135621573334941697
7	135557500572401664
8	135557720374919168
9	135559872115785729
10	135551689552953346
11	135532026429321216
12	135532574033461248
13	135528799667372032
14	135528689633984512
15	135528522725855233
16	135526410835083265
17	135526058182184960
18	135526020043374592
19	135524834607243264
20	135524252370735105
21	135523335076454400
22	135523304156053504
23	135523283331334144
24	135522762663014400
25	135522228946214912
26	135522131080527872
27	135520352825651200
28	135519435237752832
29	135519047356911616
30	135518488872747008
31	135518174505476096
32	135517772435300352
33	135516927304011776
34	135516008898248704
35	135514799521005569
36	135513038437629952
37	135511922127810560
38	135511191408750592
39	135508482597199872
40	135507583036428288
41	135507458696282112
42	135507406510759936
43	135507008718774272
44	135506377157251074
45	135505599562661888
46	135505197119184896
47	135503847723515905
48	135503821324562432
49	135503772825817088
50	135503481250381824
51	135502889874501632
52	135502476639080448
53	135501785262592000
54	135501665049653248
55	135500178890301441
56	135500078654824448
57	135499691507990528
58	135499403455766529
59	135498304627802114
60	135498037261910016
61	135497610793459712
62	135497585111728128
63	135496698641383424
64	135496285972209664
65	135494203353468929
66	135494113113026562
67	135493249715544065
68	135492906063642624
69	135492246442217472
70	135491953012916224
71	135491834972602368
72	135491719809609728
73	135489941009481728
74	135489828555988992
75	135489231555538944
76	135489119966076928
77	135488924066922496
78	135487690224312321
79	135487307238223872
80	135486775870234624
81	135486274382467072
82	135486212394860544
83	135486077585731584
84	135484508635013120
85	135483697465016320
86	135483452962254848
87	135483177262252033
88	135482940237950977
89	135482751959826432
90	135480690669142016
91	135480491049615361
92	135480065743003650
93	135479835396030464
94	135479630877556736
95	135478771628244992
96	135478527796576256
97	135477125082918913
98	135477085471899648
99	135476863064735744
100	135475030598488064
101	135474327595401216
102	135474287137136640
103	135473927395872768
104	135473465930153986
105	135473231472762880
106	135472852110540800
107	135472116098285568
108	135472062176301056
109	135471875722711040
110	135469954681159680
111	135469539629600768
112	135468793068666880
113	135468721127952385
114	135468246949298176
115	135467095038234624
116	135465670598078465
117	135465425684271104
118	135465357132562432
119	135464365175484416
120	135464224938926080
121	135462208405639168
122	135461849138343936
123	135461823163019269
124	135460840290795520
125	135460358734364674
126	135459291967660032
127	135459287676891136
128	135459284883476480
129	135458985154330624
130	135458946633842688
131	135458097153052672
132	135458085664858113
133	135457554359795712
134	135457247617761281
135	135457143980703746
136	135456785443201024
137	135456719173206018
138	135456395897212929
139	135455927288598530
140	135455414509768706
141	135454544682418176
142	135454158546411521
143	135453713555914752
144	135453189670567936
145	135452815928737793
146	135452790750330880
147	135452434096078848
148	135451895060889601
149	135451684393586688
150	135450496453447681
151	135450113660305408
152	135449793576185856
153	135448416238043136
154	135447974103875584
155	135446059341193217
156	135445293633249280
157	135444864061026305
158	135444419460595712
159	135443628700073984
160	135443595732856832
161	135443588669636608
162	135442764656689152
163	135442664500895744
164	135441663588974592
165	135441295782055936
166	135441190823804928
167	135441173018980352
168	135439836919238656
169	135439694396788736
170	135439667410640896
171	135439088605077504
172	135439036922863616
173	135438810547879936
174	135437897737318400
175	135437836227850240
176	135437759308496896
177	135437730342637568
178	135437409113489408
179	135437368126734337
180	135437314179600384
181	135437259615911937
182	135436302748368896
183	135436059948494849
184	135435968386830336
185	135435557160493056
186	135435528916049920
187	135435466223779840
188	135435194516770816
189	135434876219437056
190	135434479597654016
191	135434292493942788
192	135433919003766784
193	135433213958045696
194	135433129300213761
195	135432943177957376
196	135430603817484288
197	135430346182361088
198	135429732253712385
199	135429691438940160
200	135429635503689730
201	135429423586484224
202	135429054609362945
203	135428391372464129
204	135427199728750592
205	135426802842746882
206	135426264948412417
207	135426090440196097
208	135426081015595008
209	135425773547945984
210	135425655549603840
211	135424859479080960
212	135424673356857344
213	135424392493670400
214	135424238332022787
215	135424156018814976
216	135423947469635586
217	135423706905321472
218	135422774071148544
219	135421721732857856
220	135421626098524160
221	135421293783810050
222	135421282002010112
223	135421112803799042
224	135420624209317889
225	135420236957626368
226	135419599301771264
227	135418838136258561
228	135418618476371968
229	135418135657463808
230	135417873899323394
231	135416756821966849
232	135416573891579904
233	135416525267017728
234	135415737870319616
235	135415712528334848
236	135415701883191298
237	135415590088216577
238	135415571855585280
239	135414896736219136
240	135414604636504064
241	135414582578647041
242	135414399488897024
243	135414333118222336
244	135414144965951489
245	135412611905884160
246	135412526182707203
247	135412238336012289
248	135411858990563328
249	135411370438049792
250	135410987984633856
251	135410965939359744
252	135410602268049409
253	135410481027485696
254	135409342873743362
255	135409130100887552
256	135408467593789440
257	135408183605854208
258	135407808844791809
259	135407698719162368
260	135407316089573376
261	135406650906517504
262	135406137125257216
263	135405717610962945
264	135405697805451264
265	135405553013886976
266	135401801741639680
267	135401750541770753
268	135401629557071872
269	135401309540061185
270	135400684748148736
271	135400219092320259
272	135400144630857728
273	135400007401615360
274	135399825540788224
275	135399201289932800
276	135398717862850560
277	135398342728486912
278	135397621660524544
279	135396568625979393
280	135396069570920448
281	135395076254863360
282	135395021095583745
283	135394675287793664
284	135393886796382209
285	135393558009102337
286	135393439113154560
287	135392885825736704
288	135392803487358976
289	135392730393223168
290	135392621253242881
291	135392525354680320
292	135392466504384512
293	135391737140084736
294	135391232225587201
295	135390612508774400
296	135390608146710528
297	135390369390137344
298	135390312070787072
299	135390241619066881
300	135389584916885504
301	135388709364310016
302	135388346385043456
303	135388183746711553
304	135387850148544512
305	135387720133521411
306	135387448648794113
307	135387139755085824
308	135386371215998976
309	135386147097550848
310	135385064694493184
311	135384970737876992
312	135384938643075073
313	135384908985147392
314	135384012356206592
315	135382651845607425
316	135381697926660096
317	135381012350894081
318	135379458378051585
319	135377791364505600
320	135377422391582722
321	135377052185534465
322	135376086392508418
323	135376039982530560
324	135375839696130048
325	135374186783842306
326	135373504966172674
327	135372935551655936
328	135372389784625153
329	135372211514122241
330	135372031234551808
331	135371587443621888
332	135370655846776833
333	135369996367962113
334	135369889731981312
335	135368810172649472
336	135368144389812224
337	135367685247741953
338	135367403604410368
339	135366865890443264
340	135366755966132225
341	135366231665557504
342	135365911166193665
343	135365888558907392
344	135365161312731136
345	135364485476122624
346	135363658011254785
347	135363177440493570
348	135362668335869952
349	135362069338927105
350	135362020341063680
351	135361444156936192
352	135361362338652161
353	135360967914692608
354	135359939592978432
355	135359855300059137
356	135359220496338944
357	135357890528673792
358	135356240548216832
359	135355192320331777
